timestamp,node_id,node_type,input_inventory,processing_capacity,max_capacity,capacity_ratio,queue_length,processing_delay,output_stock,max_output,output_ratio,equipment_status,hygiene_compliance,worker_availability,disrupted
2026-01-24 12:00,slaughterhouse_1,slaughterhouse,379.0,500.0,500,1.0,59.0,0.47,343.0,400,0.858,operational,0.977,0.866,0
2026-01-24 15:00,slaughterhouse_1,slaughterhouse,374.0,485.0,500,0.97,48.0,0.81,329.0,400,0.822,operational,0.969,0.91,0
2026-01-24 18:00,slaughterhouse_1,slaughterhouse,405.0,380.0,500,0.76,33.0,0.24,238.0,400,0.595,operational,0.99,0.904,0
2026-01-24 21:00,slaughterhouse_1,slaughterhouse,440.0,368.0,500,0.736,48.0,0.01,242.0,400,0.605,operational,0.969,0.942,0
2026-01-25 00:00,slaughterhouse_1,slaughterhouse,362.0,376.0,500,0.752,55.0,0.59,245.0,400,0.612,operational,0.938,0.859,0
2026-01-25 03:00,slaughterhouse_1,slaughterhouse,340.0,369.0,500,0.738,39.0,0.25,207.0,400,0.518,operational,0.993,0.938,0
2026-01-25 06:00,slaughterhouse_1,slaughterhouse,376.0,480.0,500,0.96,43.0,0.0,305.0,400,0.762,operational,0.954,0.997,0
2026-01-25 09:00,slaughterhouse_1,slaughterhouse,448.0,500.0,500,1.0,44.0,0.52,295.0,400,0.738,operational,0.958,0.868,0
2026-01-25 12:00,slaughterhouse_1,slaughterhouse,355.0,481.0,500,0.962,37.0,0.13,288.0,400,0.72,operational,0.959,0.927,0
2026-01-25 15:00,slaughterhouse_1,slaughterhouse,424.0,500.0,500,1.0,50.0,0.25,304.0,400,0.76,operational,0.995,0.895,0
2026-01-25 18:00,slaughterhouse_1,slaughterhouse,425.0,398.0,500,0.796,43.0,0.37,273.0,400,0.682,operational,0.932,0.936,0
2026-01-25 21:00,slaughterhouse_1,slaughterhouse,362.0,393.0,500,0.786,48.0,0.33,253.0,400,0.632,operational,1.0,0.921,0
2026-01-26 00:00,slaughterhouse_1,slaughterhouse,394.0,377.0,500,0.754,36.0,0.48,232.0,400,0.58,operational,0.989,0.896,0
2026-01-26 03:00,slaughterhouse_1,slaughterhouse,424.0,401.0,500,0.802,40.0,0.16,252.0,400,0.63,operational,0.974,0.939,0
2026-01-26 06:00,slaughterhouse_1,slaughterhouse,367.0,488.0,500,0.976,51.0,0.42,341.0,400,0.852,operational,0.969,0.989,0
2026-01-26 09:00,slaughterhouse_1,slaughterhouse,372.0,500.0,500,1.0,41.0,0.21,330.0,400,0.825,operational,0.975,0.913,0
2026-01-26 12:00,slaughterhouse_1,slaughterhouse,362.0,500.0,500,1.0,60.0,0.49,311.0,400,0.778,operational,0.979,0.947,0
2026-01-26 15:00,slaughterhouse_1,slaughterhouse,350.0,498.0,500,0.996,40.0,0.45,296.0,400,0.74,operational,0.982,0.871,0
2026-01-26 18:00,slaughterhouse_1,slaughterhouse,360.0,408.0,500,0.816,46.0,0.02,254.0,400,0.635,operational,0.98,0.884,0
2026-01-26 21:00,slaughterhouse_1,slaughterhouse,344.0,379.0,500,0.758,52.0,0.58,249.0,400,0.622,operational,0.972,0.938,0
2026-01-27 00:00,slaughterhouse_1,slaughterhouse,379.0,389.0,500,0.778,31.0,0.13,257.0,400,0.642,operational,0.966,0.976,0
2026-01-27 03:00,slaughterhouse_1,slaughterhouse,356.0,418.0,500,0.836,28.0,0.51,253.0,400,0.632,operational,0.967,0.934,0
2026-01-27 06:00,slaughterhouse_1,slaughterhouse,385.0,487.0,500,0.974,30.0,0.38,333.0,400,0.832,operational,0.966,0.908,0
2026-01-27 09:00,slaughterhouse_1,slaughterhouse,334.0,500.0,500,1.0,55.0,0.79,298.0,400,0.745,operational,0.99,0.92,0
2026-01-27 12:00,slaughterhouse_1,slaughterhouse,387.0,500.0,500,1.0,39.0,0.22,339.0,400,0.848,operational,0.981,0.872,0
2026-01-27 15:00,slaughterhouse_1,slaughterhouse,401.0,489.0,500,0.978,67.0,0.18,314.0,400,0.785,operational,0.917,0.943,0
2026-01-27 18:00,slaughterhouse_1,slaughterhouse,322.0,400.0,500,0.8,39.0,0.27,277.0,400,0.692,operational,0.982,0.954,0
2026-01-27 21:00,slaughterhouse_1,slaughterhouse,388.0,405.0,500,0.81,46.0,0.2,230.0,400,0.575,operational,0.974,0.903,0
2026-01-28 00:00,slaughterhouse_1,slaughterhouse,412.0,400.0,500,0.8,58.0,0.5,272.0,400,0.68,operational,0.97,0.902,0
2026-01-28 03:00,slaughterhouse_1,slaughterhouse,344.0,366.0,500,0.732,62.0,0.0,245.0,400,0.612,operational,0.963,0.93,0
2026-01-28 06:00,slaughterhouse_1,slaughterhouse,425.0,485.0,500,0.97,63.0,0.0,296.0,400,0.74,operational,0.99,0.903,0
2026-01-28 09:00,slaughterhouse_1,slaughterhouse,390.0,495.0,500,0.99,55.0,0.0,299.0,400,0.748,operational,0.987,0.917,0
2026-01-28 12:00,slaughterhouse_1,slaughterhouse,358.0,499.0,500,0.998,53.0,0.55,303.0,400,0.758,operational,0.956,1.0,0
2026-01-28 15:00,slaughterhouse_1,slaughterhouse,376.0,500.0,500,1.0,49.0,0.76,319.0,400,0.798,operational,0.977,0.911,0
2026-01-28 18:00,slaughterhouse_1,slaughterhouse,394.0,393.0,500,0.786,51.0,0.25,251.0,400,0.628,operational,0.953,0.906,0
2026-01-28 21:00,slaughterhouse_1,slaughterhouse,380.0,369.0,500,0.738,39.0,0.23,232.0,400,0.58,operational,0.945,0.895,0
2026-01-29 00:00,slaughterhouse_1,slaughterhouse,393.0,396.0,500,0.792,37.0,0.3,241.0,400,0.602,operational,0.959,0.948,0
2026-01-29 03:00,slaughterhouse_1,slaughterhouse,352.0,400.0,500,0.8,44.0,0.61,279.0,400,0.698,operational,0.986,0.913,0
2026-01-29 06:00,slaughterhouse_1,slaughterhouse,383.0,500.0,500,1.0,42.0,0.02,348.0,400,0.87,operational,0.987,0.895,0
2026-01-29 09:00,slaughterhouse_1,slaughterhouse,338.0,500.0,500,1.0,40.0,0.35,320.0,400,0.8,operational,0.979,0.97,0
2026-01-29 12:00,slaughterhouse_1,slaughterhouse,375.0,500.0,500,1.0,50.0,0.55,311.0,400,0.778,operational,0.983,0.974,0
2026-01-29 15:00,slaughterhouse_1,slaughterhouse,353.0,500.0,500,1.0,53.0,0.42,313.0,400,0.782,operational,0.979,0.897,0
2026-01-29 18:00,slaughterhouse_1,slaughterhouse,357.0,389.0,500,0.778,45.0,0.33,252.0,400,0.63,operational,0.958,0.849,0
2026-01-29 21:00,slaughterhouse_1,slaughterhouse,413.0,364.0,500,0.728,57.0,0.56,224.0,400,0.56,operational,0.978,0.958,0
2026-01-30 00:00,slaughterhouse_1,slaughterhouse,409.0,397.0,500,0.794,34.0,0.0,237.0,400,0.592,operational,0.984,0.894,0
2026-01-30 03:00,slaughterhouse_1,slaughterhouse,395.0,393.0,500,0.786,42.0,0.47,213.0,400,0.532,operational,0.984,0.95,0
2026-01-30 06:00,slaughterhouse_1,slaughterhouse,347.0,500.0,500,1.0,38.0,0.1,319.0,400,0.798,operational,0.991,0.845,0
2026-01-30 09:00,slaughterhouse_1,slaughterhouse,369.0,474.0,500,0.948,27.0,0.0,324.0,400,0.81,operational,0.983,0.954,0
2026-01-30 12:00,slaughterhouse_1,slaughterhouse,412.0,478.0,500,0.956,43.0,0.42,299.0,400,0.748,operational,0.976,0.874,0
2026-01-30 15:00,slaughterhouse_1,slaughterhouse,382.0,500.0,500,1.0,43.0,0.66,345.0,400,0.862,operational,0.989,0.948,0
2026-01-30 18:00,slaughterhouse_1,slaughterhouse,443.0,389.0,500,0.778,58.0,0.24,221.0,400,0.552,operational,0.97,0.921,0
2026-01-30 21:00,slaughterhouse_1,slaughterhouse,389.0,401.0,500,0.802,50.0,0.55,217.0,400,0.542,operational,0.954,0.884,0
2026-01-31 00:00,slaughterhouse_1,slaughterhouse,383.0,390.0,500,0.78,35.0,0.73,246.0,400,0.615,operational,0.967,0.905,0
2026-01-31 03:00,slaughterhouse_1,slaughterhouse,369.0,390.0,500,0.78,61.0,0.65,260.0,400,0.65,operational,0.957,0.946,0
