timestamp,node_id,node_type,inventory_level,capacity,stock_ratio,reorder_point,shipment_status,distribution_capacity,pending_shipments,delivery_schedule,incoming_orders,order_vs_capacity,disrupted
2026-01-20 10:00,wholesaler_1,wholesaler,117.4,300,0.391,90,on_time,300,11.6,normal,133.0,0.443,0
2026-01-20 12:00,wholesaler_1,wholesaler,107.4,300,0.358,90,on_time,300,15.1,normal,165.0,0.55,0
2026-01-20 14:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,14.8,normal,145.0,0.483,0
2026-01-20 16:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,11.6,normal,128.0,0.427,0
2026-01-20 18:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,0.0,normal,150.0,0.5,0
2026-01-20 20:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,15.7,normal,151.0,0.503,0
2026-01-20 22:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,11.6,normal,152.0,0.507,0
2026-01-21 00:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,4.1,normal,125.0,0.417,0
2026-01-21 02:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,10.8,normal,131.0,0.437,0
2026-01-21 04:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,2.8,normal,131.0,0.437,0
2026-01-21 06:00,wholesaler_1,wholesaler,168.3,300,0.561,90,on_time,300,10.3,normal,137.0,0.457,0
2026-01-21 08:00,wholesaler_1,wholesaler,159.0,300,0.53,90,on_time,300,1.6,normal,153.0,0.51,0
2026-01-21 10:00,wholesaler_1,wholesaler,151.1,300,0.504,90,on_time,300,3.9,normal,148.0,0.493,0
2026-01-21 12:00,wholesaler_1,wholesaler,142.4,300,0.475,90,on_time,300,10.7,normal,150.0,0.5,0
2026-01-21 14:00,wholesaler_1,wholesaler,123.1,300,0.41,90,on_time,300,12.3,normal,167.0,0.557,0
2026-01-21 16:00,wholesaler_1,wholesaler,108.7,300,0.362,90,on_time,300,9.0,normal,155.0,0.517,0
2026-01-21 18:00,wholesaler_1,wholesaler,101.4,300,0.338,90,on_time,300,6.2,normal,140.0,0.467,0
2026-01-21 20:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,0.0,normal,122.0,0.407,0
2026-01-21 22:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,6.6,normal,130.0,0.433,0
2026-01-22 00:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,9.9,normal,138.0,0.46,0
2026-01-22 02:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,6.1,normal,158.0,0.527,0
2026-01-22 04:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,7.4,normal,143.0,0.477,0
2026-01-22 06:00,wholesaler_1,wholesaler,181.3,300,0.604,90,on_time,300,6.7,normal,131.0,0.437,0
2026-01-22 08:00,wholesaler_1,wholesaler,174.1,300,0.58,90,on_time,300,6.1,normal,130.0,0.433,0
2026-01-22 10:00,wholesaler_1,wholesaler,161.2,300,0.537,90,on_time,300,7.8,normal,142.0,0.473,0
2026-01-22 12:00,wholesaler_1,wholesaler,150.1,300,0.5,90,on_time,300,6.3,normal,159.0,0.53,0
2026-01-22 14:00,wholesaler_1,wholesaler,136.1,300,0.454,90,on_time,300,14.0,normal,172.0,0.573,0
2026-01-22 16:00,wholesaler_1,wholesaler,131.1,300,0.437,90,on_time,300,0.0,normal,139.0,0.463,0
2026-01-22 18:00,wholesaler_1,wholesaler,124.1,300,0.414,90,on_time,300,5.0,normal,142.0,0.473,0
2026-01-22 20:00,wholesaler_1,wholesaler,113.0,300,0.377,90,on_time,300,3.6,normal,121.0,0.403,0
2026-01-22 22:00,wholesaler_1,wholesaler,100.9,300,0.336,90,on_time,300,8.5,normal,178.0,0.593,0
2026-01-23 00:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,7.8,normal,118.0,0.393,0
2026-01-23 02:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,14.8,normal,164.0,0.547,0
2026-01-23 04:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,16.3,normal,136.0,0.453,0
2026-01-23 06:00,wholesaler_1,wholesaler,164.2,300,0.547,90,on_time,300,4.0,normal,132.0,0.44,0
2026-01-23 08:00,wholesaler_1,wholesaler,156.3,300,0.521,90,on_time,300,7.5,normal,123.0,0.41,0
2026-01-23 10:00,wholesaler_1,wholesaler,144.0,300,0.48,90,on_time,300,8.4,normal,186.0,0.62,0
2026-01-23 12:00,wholesaler_1,wholesaler,135.6,300,0.452,90,on_time,300,3.9,normal,147.0,0.49,0
2026-01-23 14:00,wholesaler_1,wholesaler,123.1,300,0.41,90,on_time,300,10.3,normal,143.0,0.477,0
2026-01-23 16:00,wholesaler_1,wholesaler,114.6,300,0.382,90,on_time,300,6.4,normal,159.0,0.53,0
2026-01-23 18:00,wholesaler_1,wholesaler,104.8,300,0.349,90,on_time,300,2.7,normal,131.0,0.437,0
2026-01-23 20:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,6.2,normal,143.0,0.477,0
2026-01-23 22:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,3.0,normal,144.0,0.48,0
2026-01-24 00:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,12.2,normal,134.0,0.447,0
2026-01-24 02:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,16.1,normal,165.0,0.55,0
2026-01-24 04:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,8.6,normal,139.0,0.463,0
2026-01-24 06:00,wholesaler_1,wholesaler,144.1,300,0.48,90,on_time,300,8.0,normal,115.0,0.383,0
2026-01-24 08:00,wholesaler_1,wholesaler,131.9,300,0.44,90,on_time,300,8.2,normal,138.0,0.46,0
2026-01-24 10:00,wholesaler_1,wholesaler,123.1,300,0.41,90,on_time,300,12.8,normal,147.0,0.49,0
2026-01-24 12:00,wholesaler_1,wholesaler,112.9,300,0.376,90,on_time,300,12.7,normal,127.0,0.423,0
2026-01-24 14:00,wholesaler_1,wholesaler,101.6,300,0.339,90,on_time,300,7.0,normal,128.0,0.427,0
2026-01-24 16:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,8.6,normal,133.0,0.443,0
2026-01-24 18:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,10.4,normal,165.0,0.55,0
2026-01-24 20:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,2.4,normal,134.0,0.447,0
2026-01-24 22:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,13.0,normal,169.0,0.563,0
2026-01-25 00:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,15.3,normal,132.0,0.44,0
2026-01-25 02:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,12.7,normal,149.0,0.497,0
2026-01-25 04:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,1.9,normal,135.0,0.45,0
2026-01-25 06:00,wholesaler_1,wholesaler,175.5,300,0.585,90,on_time,300,0.0,normal,157.0,0.523,0
2026-01-25 08:00,wholesaler_1,wholesaler,158.7,300,0.529,90,on_time,300,10.7,normal,123.0,0.41,0
2026-01-25 10:00,wholesaler_1,wholesaler,152.1,300,0.507,90,on_time,300,4.1,normal,156.0,0.52,0
2026-01-25 12:00,wholesaler_1,wholesaler,146.4,300,0.488,90,on_time,300,8.8,normal,145.0,0.483,0
2026-01-25 14:00,wholesaler_1,wholesaler,130.2,300,0.434,90,on_time,300,14.4,normal,131.0,0.437,0
2026-01-25 16:00,wholesaler_1,wholesaler,118.1,300,0.394,90,on_time,300,4.5,normal,140.0,0.467,0
2026-01-25 18:00,wholesaler_1,wholesaler,109.5,300,0.365,90,on_time,300,5.8,normal,171.0,0.57,0
2026-01-25 20:00,wholesaler_1,wholesaler,97.0,300,0.323,90,on_time,300,8.7,normal,145.0,0.483,0
2026-01-25 22:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,1.7,normal,130.0,0.433,0
2026-01-26 00:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,4.1,normal,121.0,0.403,0
2026-01-26 02:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,7.6,normal,152.0,0.507,0
2026-01-26 04:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,6.1,normal,147.0,0.49,0
2026-01-26 06:00,wholesaler_1,wholesaler,160.6,300,0.535,90,on_time,300,10.2,normal,156.0,0.52,0
2026-01-26 08:00,wholesaler_1,wholesaler,152.2,300,0.507,90,on_time,300,19.9,normal,117.0,0.39,0
2026-01-26 10:00,wholesaler_1,wholesaler,142.1,300,0.474,90,on_time,300,7.9,normal,122.0,0.407,0
2026-01-26 12:00,wholesaler_1,wholesaler,133.3,300,0.444,90,on_time,300,3.7,normal,164.0,0.547,0
2026-01-26 14:00,wholesaler_1,wholesaler,121.1,300,0.404,90,on_time,300,13.9,normal,149.0,0.497,0
2026-01-26 16:00,wholesaler_1,wholesaler,112.4,300,0.375,90,on_time,300,0.4,normal,153.0,0.51,0
2026-01-26 18:00,wholesaler_1,wholesaler,102.7,300,0.342,90,on_time,300,1.2,normal,126.0,0.42,0
2026-01-26 20:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,4.8,normal,125.0,0.417,0
2026-01-26 22:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,6.2,normal,161.0,0.537,0
2026-01-27 00:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,4.7,normal,162.0,0.54,0
2026-01-27 02:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,7.4,normal,123.0,0.41,0
2026-01-27 04:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,8.7,normal,120.0,0.4,0
2026-01-27 06:00,wholesaler_1,wholesaler,133.4,300,0.445,90,on_time,300,12.3,normal,141.0,0.47,0
2026-01-27 08:00,wholesaler_1,wholesaler,125.5,300,0.418,90,on_time,300,7.9,normal,129.0,0.43,0
2026-01-27 10:00,wholesaler_1,wholesaler,110.4,300,0.368,90,on_time,300,5.0,normal,128.0,0.427,0
2026-01-27 12:00,wholesaler_1,wholesaler,96.6,300,0.322,90,on_time,300,12.1,normal,120.0,0.4,0
2026-01-27 14:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,3.8,normal,135.0,0.45,0
2026-01-27 16:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,0.2,normal,122.0,0.407,0
2026-01-27 18:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,12.9,normal,123.0,0.41,0
2026-01-27 20:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,12.6,normal,148.0,0.493,0
2026-01-27 22:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,3.9,normal,142.0,0.473,0
2026-01-28 00:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,5.7,normal,152.0,0.507,0
2026-01-28 02:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,3.4,normal,113.0,0.377,0
2026-01-28 04:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,9.0,normal,143.0,0.477,0
2026-01-28 06:00,wholesaler_1,wholesaler,157.1,300,0.524,90,on_time,300,15.3,normal,180.0,0.6,0
2026-01-28 08:00,wholesaler_1,wholesaler,147.0,300,0.49,90,on_time,300,10.7,normal,136.0,0.453,0
2026-01-28 10:00,wholesaler_1,wholesaler,136.2,300,0.454,90,on_time,300,12.2,normal,158.0,0.527,0
2026-01-28 12:00,wholesaler_1,wholesaler,122.3,300,0.408,90,on_time,300,11.2,normal,158.0,0.527,0
2026-01-28 14:00,wholesaler_1,wholesaler,111.9,300,0.373,90,on_time,300,7.5,normal,159.0,0.53,0
2026-01-28 16:00,wholesaler_1,wholesaler,102.8,300,0.343,90,on_time,300,12.4,normal,146.0,0.487,0
2026-01-28 18:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,10.9,normal,153.0,0.51,0
2026-01-28 20:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,14.0,normal,156.0,0.52,0
2026-01-28 22:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,5.4,normal,154.0,0.513,0
2026-01-29 00:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,0.0,normal,123.0,0.41,0
2026-01-29 02:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,12.2,normal,112.0,0.373,0
2026-01-29 04:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,9.1,normal,115.0,0.383,0
2026-01-29 06:00,wholesaler_1,wholesaler,139.6,300,0.465,90,on_time,300,6.2,normal,138.0,0.46,0
2026-01-29 08:00,wholesaler_1,wholesaler,130.0,300,0.433,90,on_time,300,6.4,normal,154.0,0.513,0
2026-01-29 10:00,wholesaler_1,wholesaler,124.2,300,0.414,90,on_time,300,19.0,normal,123.0,0.41,0
2026-01-29 12:00,wholesaler_1,wholesaler,111.5,300,0.372,90,on_time,300,4.6,normal,160.0,0.533,0
2026-01-29 14:00,wholesaler_1,wholesaler,102.3,300,0.341,90,on_time,300,3.7,normal,134.0,0.447,0
2026-01-29 16:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,7.9,normal,134.0,0.447,0
2026-01-29 18:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,12.8,normal,128.0,0.427,0
2026-01-29 20:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,17.8,normal,109.0,0.363,0
2026-01-29 22:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,10.5,normal,147.0,0.49,0
2026-01-30 00:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,1.8,normal,174.0,0.58,0
2026-01-30 02:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,16.4,normal,142.0,0.473,0
2026-01-30 04:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,7.4,normal,110.0,0.367,0
2026-01-30 06:00,wholesaler_1,wholesaler,168.9,300,0.563,90,on_time,300,3.7,normal,157.0,0.523,0
2026-01-30 08:00,wholesaler_1,wholesaler,152.0,300,0.507,90,on_time,300,2.6,normal,114.0,0.38,0
2026-01-30 10:00,wholesaler_1,wholesaler,140.3,300,0.468,90,on_time,300,11.3,normal,121.0,0.403,0
2026-01-30 12:00,wholesaler_1,wholesaler,125.0,300,0.417,90,on_time,300,8.6,normal,139.0,0.463,0
2026-01-30 14:00,wholesaler_1,wholesaler,110.1,300,0.367,90,on_time,300,9.1,normal,145.0,0.483,0
2026-01-30 16:00,wholesaler_1,wholesaler,98.0,300,0.327,90,on_time,300,13.3,normal,125.0,0.417,0
2026-01-30 18:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,3.9,normal,138.0,0.46,0
2026-01-30 20:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,13.6,normal,156.0,0.52,0
2026-01-30 22:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,5.2,normal,158.0,0.527,0
2026-01-31 00:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,17.2,normal,166.0,0.553,0
2026-01-31 02:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,10.2,normal,177.0,0.59,0
2026-01-31 04:00,wholesaler_1,wholesaler,96.0,300,0.32,90,on_time,300,3.4,normal,158.0,0.527,0
