timestamp,node_id,node_type,input_inventory,processing_capacity,max_capacity,queue_length,processing_delay,output_stock,max_output,equipment_status,hygiene_compliance,worker_availability,capacity_ratio,output_ratio,disrupted
2026-01-24 12:00,slaughterhouse_1,slaughterhouse,389.0,500.0,500,50.0,0.75,343.0,400,operational,0.944,0.922,1.0,0.858,0
2026-01-24 15:00,slaughterhouse_1,slaughterhouse,377.0,485.0,500,61.0,0.39,329.0,400,operational,0.965,0.914,0.97,0.822,0
2026-01-24 18:00,slaughterhouse_1,slaughterhouse,410.0,380.0,500,43.0,0.0,238.0,400,operational,0.962,0.957,0.76,0.595,0
2026-01-24 21:00,slaughterhouse_1,slaughterhouse,377.0,368.0,500,35.0,0.4,242.0,400,operational,0.981,1.0,0.736,0.605,0
2026-01-25 00:00,slaughterhouse_1,slaughterhouse,328.0,376.0,500,54.0,0.62,245.0,400,operational,0.941,0.899,0.752,0.612,0
2026-01-25 03:00,slaughterhouse_1,slaughterhouse,413.0,369.0,500,43.0,0.11,207.0,400,operational,0.978,0.868,0.738,0.518,0
2026-01-25 06:00,slaughterhouse_1,slaughterhouse,353.0,480.0,500,24.0,0.24,305.0,400,operational,1.0,0.917,0.96,0.762,0
2026-01-25 09:00,slaughterhouse_1,slaughterhouse,360.0,500.0,500,52.0,0.28,295.0,400,operational,0.945,1.0,1.0,0.738,0
2026-01-25 12:00,slaughterhouse_1,slaughterhouse,361.0,481.0,500,39.0,0.06,288.0,400,operational,0.973,0.889,0.962,0.72,0
2026-01-25 15:00,slaughterhouse_1,slaughterhouse,416.0,500.0,500,43.0,0.46,304.0,400,operational,0.958,0.982,1.0,0.76,0
2026-01-25 18:00,slaughterhouse_1,slaughterhouse,318.0,398.0,500,47.0,0.25,273.0,400,operational,0.978,0.984,0.796,0.682,0
2026-01-25 21:00,slaughterhouse_1,slaughterhouse,448.0,393.0,500,46.0,0.4,253.0,400,operational,0.97,0.899,0.786,0.632,0
2026-01-26 00:00,slaughterhouse_1,slaughterhouse,408.0,377.0,500,50.0,0.03,232.0,400,operational,0.958,0.942,0.754,0.58,0
2026-01-26 03:00,slaughterhouse_1,slaughterhouse,384.0,401.0,500,40.0,0.16,252.0,400,operational,0.979,0.982,0.802,0.63,0
2026-01-26 06:00,slaughterhouse_1,slaughterhouse,376.0,488.0,500,49.0,0.48,341.0,400,operational,1.0,0.906,0.976,0.852,0
2026-01-26 09:00,slaughterhouse_1,slaughterhouse,386.0,500.0,500,42.0,0.18,330.0,400,operational,0.967,0.912,1.0,0.825,0
2026-01-26 12:00,slaughterhouse_1,slaughterhouse,393.0,500.0,500,51.0,0.76,311.0,400,operational,0.983,0.898,1.0,0.778,0
2026-01-26 15:00,slaughterhouse_1,slaughterhouse,396.0,498.0,500,50.0,0.17,296.0,400,operational,0.947,0.881,0.996,0.74,0
2026-01-26 18:00,slaughterhouse_1,slaughterhouse,394.0,408.0,500,36.0,0.34,254.0,400,operational,0.953,0.895,0.816,0.635,0
2026-01-26 21:00,slaughterhouse_1,slaughterhouse,381.0,379.0,500,54.0,0.54,249.0,400,operational,0.979,0.873,0.758,0.622,0
2026-01-27 00:00,slaughterhouse_1,slaughterhouse,372.0,389.0,500,39.0,0.0,257.0,400,operational,0.997,0.921,0.778,0.642,0
2026-01-27 03:00,slaughterhouse_1,slaughterhouse,374.0,418.0,500,51.0,0.0,253.0,400,operational,0.976,0.891,0.836,0.632,0
2026-01-27 06:00,slaughterhouse_1,slaughterhouse,373.0,487.0,500,47.0,0.0,333.0,400,operational,0.964,0.929,0.974,0.832,0
2026-01-27 09:00,slaughterhouse_1,slaughterhouse,410.0,500.0,500,61.0,0.63,298.0,400,operational,0.97,0.861,1.0,0.745,0
2026-01-27 12:00,slaughterhouse_1,slaughterhouse,395.0,500.0,500,42.0,0.13,339.0,400,operational,0.947,0.933,1.0,0.848,0
2026-01-27 15:00,slaughterhouse_1,slaughterhouse,296.0,489.0,500,41.0,1.0,314.0,400,operational,0.981,0.952,0.978,0.785,0
2026-01-27 18:00,slaughterhouse_1,slaughterhouse,396.0,400.0,500,44.0,0.12,277.0,400,operational,0.986,0.844,0.8,0.692,0
2026-01-27 21:00,slaughterhouse_1,slaughterhouse,383.0,405.0,500,41.0,0.33,230.0,400,operational,0.962,0.934,0.81,0.575,0
2026-01-28 00:00,slaughterhouse_1,slaughterhouse,377.0,400.0,500,51.0,0.71,272.0,400,operational,0.962,0.967,0.8,0.68,0
2026-01-28 03:00,slaughterhouse_1,slaughterhouse,367.0,366.0,500,29.0,0.84,245.0,400,operational,0.975,0.874,0.732,0.612,0
2026-01-28 06:00,slaughterhouse_1,slaughterhouse,409.0,485.0,500,35.0,0.86,296.0,400,operational,0.962,0.984,0.97,0.74,0
2026-01-28 09:00,slaughterhouse_1,slaughterhouse,405.0,495.0,500,34.0,0.62,299.0,400,operational,0.969,0.936,0.99,0.748,0
2026-01-28 12:00,slaughterhouse_1,slaughterhouse,356.0,499.0,500,53.0,0.57,303.0,400,operational,1.0,0.893,0.998,0.758,0
2026-01-28 15:00,slaughterhouse_1,slaughterhouse,389.0,500.0,500,59.0,0.45,319.0,400,operational,0.966,0.918,1.0,0.798,0
2026-01-28 18:00,slaughterhouse_1,slaughterhouse,351.0,393.0,500,43.0,0.5,251.0,400,operational,0.964,0.941,0.786,0.628,0
2026-01-28 21:00,slaughterhouse_1,slaughterhouse,339.0,369.0,500,42.0,0.13,232.0,400,operational,0.958,0.923,0.738,0.58,0
2026-01-29 00:00,slaughterhouse_1,slaughterhouse,360.0,396.0,500,45.0,0.05,241.0,400,operational,0.983,0.94,0.792,0.602,0
2026-01-29 03:00,slaughterhouse_1,slaughterhouse,402.0,400.0,500,54.0,0.28,279.0,400,operational,0.967,0.885,0.8,0.698,0
2026-01-29 06:00,slaughterhouse_1,slaughterhouse,405.0,500.0,500,36.0,0.23,348.0,400,operational,0.958,0.926,1.0,0.87,0
2026-01-29 09:00,slaughterhouse_1,slaughterhouse,392.0,500.0,500,46.0,0.15,320.0,400,operational,0.994,0.866,1.0,0.8,0
2026-01-29 12:00,slaughterhouse_1,slaughterhouse,398.0,500.0,500,53.0,0.47,311.0,400,operational,0.996,0.916,1.0,0.778,0
2026-01-29 15:00,slaughterhouse_1,slaughterhouse,392.0,500.0,500,49.0,0.55,313.0,400,operational,0.959,0.886,1.0,0.782,0
2026-01-29 18:00,slaughterhouse_1,slaughterhouse,360.0,389.0,500,46.0,0.3,252.0,400,operational,0.936,0.892,0.778,0.63,0
2026-01-29 21:00,slaughterhouse_1,slaughterhouse,390.0,364.0,500,53.0,0.69,224.0,400,operational,0.988,0.967,0.728,0.56,0
2026-01-30 00:00,slaughterhouse_1,slaughterhouse,400.0,397.0,500,20.0,0.0,237.0,400,operational,0.958,0.961,0.794,0.592,0
2026-01-30 03:00,slaughterhouse_1,slaughterhouse,399.0,393.0,500,50.0,0.23,213.0,400,operational,0.984,0.943,0.786,0.532,0
2026-01-30 06:00,slaughterhouse_1,slaughterhouse,411.0,500.0,500,38.0,0.08,319.0,400,operational,0.935,0.878,1.0,0.798,0
2026-01-30 09:00,slaughterhouse_1,slaughterhouse,398.0,474.0,500,28.0,0.0,324.0,400,operational,0.986,0.908,0.948,0.81,0
2026-01-30 12:00,slaughterhouse_1,slaughterhouse,388.0,478.0,500,49.0,0.26,299.0,400,operational,0.948,0.966,0.956,0.748,0
2026-01-30 15:00,slaughterhouse_1,slaughterhouse,408.0,500.0,500,56.0,0.25,345.0,400,operational,0.983,0.925,1.0,0.862,0
2026-01-30 18:00,slaughterhouse_1,slaughterhouse,377.0,389.0,500,43.0,0.7,221.0,400,operational,0.97,1.0,0.778,0.552,0
2026-01-30 21:00,slaughterhouse_1,slaughterhouse,353.0,401.0,500,53.0,0.46,217.0,400,operational,0.953,0.935,0.802,0.542,0
2026-01-31 00:00,slaughterhouse_1,slaughterhouse,373.0,390.0,500,59.0,0.0,246.0,400,operational,0.963,0.927,0.78,0.615,0
2026-01-31 03:00,slaughterhouse_1,slaughterhouse,357.0,390.0,500,56.0,0.8,260.0,400,operational,0.982,0.908,0.78,0.65,0
