scenario_id,disruption_type,subtype,severity,seed_node,cascade_depth,SAR_threshold_used,Stock Availability Rate (%),Time to Recovery (hours),Stockout Duration (hours),Stockout Frequency,Min Stock During Disruption,Recovery Speed Index,Mean Recovery Inventory (kg),mode,Total Coordinator Events,HitL_Accept_Rate_%,HitL_Modify_Rate_%,HitL_Override_Rate_%,HitL_Mean_HRT_hours,HitL_Modify_Factor
55,AVIAN_INFLUENZA,H5N1_LOCAL,medium,farm,2,23.09,85.764,53.25,3.75,1,0.0,0.2604,87.51,autonomous,4.0,,,,,
55,AVIAN_INFLUENZA,H5N1_LOCAL,medium,farm,2,23.09,20.833,6.0,47.25,13,0.0,0.9167,55.05,hitl,4.0,66.67,33.33,0.0,0.451,0.934
55,AVIAN_INFLUENZA,H5N1_LOCAL,medium,farm,2,23.09,22.917,,49.0,1,0.0,,53.15,reactive,,,,,,
56,AVIAN_INFLUENZA,AI_MEDIUM_SLAUGHTERHOUSE,medium,slaughterhouse,2,23.09,73.611,9.0,2.25,2,0.0,0.875,84.91,autonomous,9.0,,,,,
56,AVIAN_INFLUENZA,AI_MEDIUM_SLAUGHTERHOUSE,medium,slaughterhouse,2,23.09,20.139,6.0,47.0,12,0.0,0.9167,54.29,hitl,9.0,42.86,28.57,21.43,0.619,0.83
56,AVIAN_INFLUENZA,AI_MEDIUM_SLAUGHTERHOUSE,medium,slaughterhouse,2,23.09,23.611,,48.5,1,0.0,,53.04,reactive,,,,,,
57,AVIAN_INFLUENZA,H5N1_SPREADING,high,farm,4,23.09,44.531,,46.0,11,0.0,,94.87,autonomous,6.0,,,,,
57,AVIAN_INFLUENZA,H5N1_SPREADING,high,farm,4,23.09,15.365,2.25,66.0,25,0.0,0.9766,51.61,hitl,7.0,77.78,11.11,11.11,0.576,0.924
57,AVIAN_INFLUENZA,H5N1_SPREADING,high,farm,4,23.09,28.385,,59.25,2,0.0,,53.13,reactive,,,,,,
58,AVIAN_INFLUENZA,EMBARGO_SEVERE,high,supplier,3,23.09,86.198,9.0,5.0,1,0.0,0.9062,89.13,autonomous,6.0,,,,,
58,AVIAN_INFLUENZA,EMBARGO_SEVERE,high,supplier,3,23.09,79.948,9.0,12.0,1,0.0,0.9062,89.84,hitl,6.0,54.55,27.27,0.0,0.643,0.95
58,AVIAN_INFLUENZA,EMBARGO_SEVERE,high,supplier,3,23.09,24.219,,64.5,1,0.0,,56.32,reactive,,,,,,
59,AVIAN_INFLUENZA,H5N1_LOCAL,medium,farm,2,23.09,100.0,,0.0,0,23.92,,87.32,autonomous,3.0,,,,,
59,AVIAN_INFLUENZA,H5N1_LOCAL,medium,farm,2,23.09,100.0,,0.0,0,24.85,,87.66,hitl,3.0,85.71,0.0,0.0,1.05,1.0
59,AVIAN_INFLUENZA,H5N1_LOCAL,medium,farm,2,23.09,31.944,,40.75,1,0.0,,56.23,reactive,,,,,,
60,AVIAN_INFLUENZA,H5N1_SPREADING,high,farm,4,23.09,44.531,,46.5,11,0.0,,93.99,autonomous,6.0,,,,,
60,AVIAN_INFLUENZA,H5N1_SPREADING,high,farm,4,23.09,44.531,,45.75,11,0.0,,93.3,hitl,6.0,61.54,23.08,7.69,0.975,0.923
60,AVIAN_INFLUENZA,H5N1_SPREADING,high,farm,4,23.09,25.26,,63.25,2,0.0,,51.74,reactive,,,,,,
61,AVIAN_INFLUENZA,H5N1_LOCAL,medium,farm,2,23.09,11.198,3.0,73.75,21,0.0,0.9688,54.0,autonomous,6.0,,,,,
61,AVIAN_INFLUENZA,H5N1_LOCAL,medium,farm,2,23.09,85.417,9.0,5.5,1,0.0,0.9062,89.45,hitl,6.0,90.0,0.0,0.0,0.736,1.0
61,AVIAN_INFLUENZA,H5N1_LOCAL,medium,farm,2,23.09,4.948,,89.75,1,0.0,,45.99,reactive,,,,,,
62,AVIAN_INFLUENZA,H9N2_LPAI,low,farm,2,23.09,100.0,,0.0,0,85.17,,102.67,autonomous,2.0,,,,,
62,AVIAN_INFLUENZA,H9N2_LPAI,low,farm,2,23.09,100.0,,0.0,0,85.05,,102.65,hitl,2.0,83.33,16.67,0.0,0.745,0.964
62,AVIAN_INFLUENZA,H9N2_LPAI,low,farm,2,23.09,27.431,,45.0,1,0.0,,54.51,reactive,,,,,,
63,AVIAN_INFLUENZA,H9N2_LPAI,low,farm,2,23.09,14.931,3.0,43.0,41,0.0,0.9583,53.31,autonomous,4.0,,,,,
63,AVIAN_INFLUENZA,H9N2_LPAI,low,farm,2,23.09,100.0,,0.0,0,82.33,,102.19,hitl,2.0,66.67,33.33,0.0,0.521,0.976
63,AVIAN_INFLUENZA,H9N2_LPAI,low,farm,2,23.09,6.25,,65.75,1,0.0,,45.06,reactive,,,,,,
64,AVIAN_INFLUENZA,EMBARGO_SEVERE,high,supplier,3,23.09,80.729,9.0,11.25,1,0.0,0.9062,90.11,autonomous,6.0,,,,,
64,AVIAN_INFLUENZA,EMBARGO_SEVERE,high,supplier,3,23.09,80.208,9.0,11.75,1,0.0,0.9062,89.3,hitl,6.0,54.55,18.18,27.27,0.583,0.808
64,AVIAN_INFLUENZA,EMBARGO_SEVERE,high,supplier,3,23.09,20.573,,69.0,1,0.0,,54.51,reactive,,,,,,
65,AVIAN_INFLUENZA,H5N1_REGIONAL_CRISIS,crisis,farm,5,23.09,16.458,7.5,81.25,24,0.0,0.9375,48.76,autonomous,9.0,,,,,
65,AVIAN_INFLUENZA,H5N1_REGIONAL_CRISIS,crisis,farm,5,23.09,43.542,,59.0,13,0.0,,93.23,hitl,8.0,35.29,35.29,11.76,1.043,0.883
65,AVIAN_INFLUENZA,H5N1_REGIONAL_CRISIS,crisis,farm,5,23.09,7.708,,106.75,1,0.0,,41.59,reactive,,,,,,
66,AVIAN_INFLUENZA,H5N1_LOCAL,medium,farm,2,23.09,100.0,,0.0,0,87.57,,103.01,autonomous,3.0,,,,,
66,AVIAN_INFLUENZA,H5N1_LOCAL,medium,farm,2,23.09,100.0,,0.0,0,85.1,,102.67,hitl,2.0,33.33,50.0,16.67,0.828,0.813
66,AVIAN_INFLUENZA,H5N1_LOCAL,medium,farm,2,23.09,32.292,,40.5,1,0.0,,56.18,reactive,,,,,,
67,AVIAN_INFLUENZA,AI_HIGH_RETAIL,high,retail,2,23.09,45.139,9.0,38.75,3,0.0,0.875,94.98,autonomous,8.0,,,,,
67,AVIAN_INFLUENZA,AI_HIGH_RETAIL,high,retail,2,23.09,20.139,3.0,45.75,18,0.0,0.9583,51.33,hitl,8.0,44.44,44.44,11.11,0.516,0.867
67,AVIAN_INFLUENZA,AI_HIGH_RETAIL,high,retail,2,23.09,28.472,,45.0,1,0.0,,51.8,reactive,,,,,,
68,AVIAN_INFLUENZA,H5N1_LOCAL,medium,farm,1,23.09,100.0,9.0,0.0,0,85.07,0.8125,102.49,autonomous,2.0,,,,,
68,AVIAN_INFLUENZA,H5N1_LOCAL,medium,farm,1,23.09,100.0,9.0,0.0,0,87.54,0.8125,102.9,hitl,2.0,66.67,33.33,0.0,0.743,0.95
68,AVIAN_INFLUENZA,H5N1_LOCAL,medium,farm,1,23.09,41.146,,21.0,1,0.0,,54.72,reactive,,,,,,
69,AVIAN_INFLUENZA,H5N1_REGIONAL_CRISIS,crisis,farm,4,23.09,12.708,3.0,86.75,27,0.0,0.975,48.67,autonomous,9.0,,,,,
69,AVIAN_INFLUENZA,H5N1_REGIONAL_CRISIS,crisis,farm,4,23.09,43.958,,58.5,14,0.0,,88.46,hitl,8.0,52.94,17.65,0.0,1.246,0.962
69,AVIAN_INFLUENZA,H5N1_REGIONAL_CRISIS,crisis,farm,4,23.09,7.292,,107.25,2,0.0,,41.69,reactive,,,,,,
70,AVIAN_INFLUENZA,H5N1_LOCAL,medium,farm,2,23.09,14.931,3.0,43.25,38,0.0,0.9583,54.58,autonomous,4.0,,,,,
70,AVIAN_INFLUENZA,H5N1_LOCAL,medium,farm,2,23.09,100.0,,0.0,0,87.52,,103.01,hitl,2.0,83.33,0.0,16.67,0.545,0.925
70,AVIAN_INFLUENZA,H5N1_LOCAL,medium,farm,2,23.09,6.597,,65.5,1,0.0,,45.86,reactive,,,,,,
71,AVIAN_INFLUENZA,H9N2_LPAI,low,farm,1,23.09,21.354,2.25,24.5,23,0.0,0.9531,55.05,autonomous,4.0,,,,,
71,AVIAN_INFLUENZA,H9N2_LPAI,low,farm,1,23.09,100.0,9.0,0.0,0,85.13,0.8125,102.49,hitl,2.0,100.0,0.0,0.0,0.662,1.0
71,AVIAN_INFLUENZA,H9N2_LPAI,low,farm,1,23.09,9.896,,41.75,1,0.0,,45.64,reactive,,,,,,
72,AVIAN_INFLUENZA,EMBARGO_CRITICAL,crisis,supplier,4,23.09,66.458,9.0,27.0,1,0.0,0.925,88.48,autonomous,8.0,,,,,
72,AVIAN_INFLUENZA,EMBARGO_CRITICAL,crisis,supplier,4,23.09,58.125,9.0,38.75,2,0.0,0.925,89.15,hitl,8.0,57.14,35.71,7.14,0.554,0.905
72,AVIAN_INFLUENZA,EMBARGO_CRITICAL,crisis,supplier,4,23.09,19.375,,88.5,1,0.0,,56.32,reactive,,,,,,
73,AVIAN_INFLUENZA,H5N1_SPREADING,high,farm,4,23.09,44.531,,46.0,11,0.0,,93.86,autonomous,6.0,,,,,
73,AVIAN_INFLUENZA,H5N1_SPREADING,high,farm,4,23.09,20.833,6.75,61.5,18,0.0,0.9297,52.01,hitl,7.0,66.67,11.11,11.11,0.725,0.948
73,AVIAN_INFLUENZA,H5N1_SPREADING,high,farm,4,23.09,24.479,,63.75,2,0.0,,51.39,reactive,,,,,,
74,AVIAN_INFLUENZA,EMBARGO_CRITICAL,crisis,supplier,4,23.09,63.75,9.0,32.5,1,0.0,0.925,88.59,autonomous,8.0,,,,,
74,AVIAN_INFLUENZA,EMBARGO_CRITICAL,crisis,supplier,4,23.09,62.083,9.0,32.75,2,0.0,0.925,88.48,hitl,8.0,64.29,14.29,14.29,0.572,0.889
74,AVIAN_INFLUENZA,EMBARGO_CRITICAL,crisis,supplier,4,23.09,16.25,,93.0,1,0.0,,54.52,reactive,,,,,,
75,AVIAN_INFLUENZA,H5N1_SPREADING,high,farm,2,23.09,84.635,9.0,6.25,1,0.0,0.9062,89.3,autonomous,6.0,,,,,
75,AVIAN_INFLUENZA,H5N1_SPREADING,high,farm,2,23.09,73.698,9.0,18.75,1,0.0,0.9062,89.46,hitl,6.0,63.64,27.27,0.0,0.722,0.954
75,AVIAN_INFLUENZA,H5N1_SPREADING,high,farm,2,23.09,23.958,,64.5,1,0.0,,56.22,reactive,,,,,,
76,AVIAN_INFLUENZA,H5N1_REGIONAL_CRISIS,crisis,farm,4,23.09,43.958,,58.5,14,0.0,,89.22,autonomous,8.0,,,,,
76,AVIAN_INFLUENZA,H5N1_REGIONAL_CRISIS,crisis,farm,4,23.09,16.667,6.75,82.75,20,0.0,0.9437,50.25,hitl,9.0,66.67,33.33,0.0,0.647,0.973
76,AVIAN_INFLUENZA,H5N1_REGIONAL_CRISIS,crisis,farm,4,23.09,17.5,,90.25,2,0.0,,49.3,reactive,,,,,,
77,AVIAN_INFLUENZA,H5N1_LOCAL,medium,farm,2,23.09,11.198,3.0,73.5,22,0.0,0.9688,54.47,autonomous,6.0,,,,,
77,AVIAN_INFLUENZA,H5N1_LOCAL,medium,farm,2,23.09,85.938,9.0,5.25,1,0.0,0.9062,89.02,hitl,6.0,70.0,10.0,10.0,0.833,0.925
77,AVIAN_INFLUENZA,H5N1_LOCAL,medium,farm,2,23.09,4.948,,89.75,1,0.0,,46.41,reactive,,,,,,
78,AVIAN_INFLUENZA,AI_HIGH_SLAUGHTERHOUSE,high,slaughterhouse,3,23.09,44.531,9.0,45.0,16,0.0,0.9062,88.39,autonomous,12.0,,,,,
78,AVIAN_INFLUENZA,AI_HIGH_SLAUGHTERHOUSE,high,slaughterhouse,3,23.09,16.146,3.0,67.5,19,0.0,0.9688,50.51,hitl,13.0,90.48,9.52,0.0,0.571,0.987
78,AVIAN_INFLUENZA,AI_HIGH_SLAUGHTERHOUSE,high,slaughterhouse,3,23.09,21.354,,67.75,1,0.0,,49.65,reactive,,,,,,
79,AVIAN_INFLUENZA,H5N1_REGIONAL_CRISIS,crisis,farm,5,23.09,43.542,,59.0,14,0.0,,93.14,autonomous,8.0,,,,,
79,AVIAN_INFLUENZA,H5N1_REGIONAL_CRISIS,crisis,farm,5,23.09,43.542,,59.5,13,0.0,,92.59,hitl,8.0,70.59,17.65,0.0,0.786,0.966
79,AVIAN_INFLUENZA,H5N1_REGIONAL_CRISIS,crisis,farm,5,23.09,22.917,,82.75,1,0.0,,52.49,reactive,,,,,,
80,AVIAN_INFLUENZA,AI_HIGH_RETAIL,high,retail,2,23.09,45.139,9.0,36.75,7,0.0,0.875,94.75,autonomous,8.0,,,,,
80,AVIAN_INFLUENZA,AI_HIGH_RETAIL,high,retail,2,23.09,45.139,9.0,36.25,7,0.0,0.875,95.43,hitl,8.0,66.67,16.67,0.0,0.975,0.982
80,AVIAN_INFLUENZA,AI_HIGH_RETAIL,high,retail,2,23.09,28.472,,45.25,1,0.0,,51.73,reactive,,,,,,
81,AVIAN_INFLUENZA,EMBARGO_SEVERE,high,supplier,3,23.09,16.146,6.75,65.5,6,0.0,0.9297,54.02,autonomous,6.0,,,,,
81,AVIAN_INFLUENZA,EMBARGO_SEVERE,high,supplier,3,23.09,80.99,9.0,10.75,1,0.0,0.9062,89.67,hitl,6.0,81.82,0.0,9.09,0.659,0.945
81,AVIAN_INFLUENZA,EMBARGO_SEVERE,high,supplier,3,23.09,5.208,,89.0,1,0.0,,43.92,reactive,,,,,,
82,AVIAN_INFLUENZA,H5N1_LOCAL,medium,farm,3,23.09,11.198,3.0,73.75,23,0.0,0.9688,53.29,autonomous,6.0,,,,,
82,AVIAN_INFLUENZA,H5N1_LOCAL,medium,farm,3,23.09,86.979,81.0,4.5,1,0.0,0.1562,89.43,hitl,6.0,75.0,25.0,0.0,0.925,0.962
82,AVIAN_INFLUENZA,H5N1_LOCAL,medium,farm,3,23.09,4.688,,89.75,1,0.0,,44.65,reactive,,,,,,
83,AVIAN_INFLUENZA,H5N1_LOCAL,medium,farm,2,23.09,81.25,9.0,10.75,1,0.0,0.9062,89.74,autonomous,6.0,,,,,
83,AVIAN_INFLUENZA,H5N1_LOCAL,medium,farm,2,23.09,15.885,6.75,68.25,17,0.0,0.9297,54.27,hitl,6.0,44.44,33.33,11.11,0.761,0.893
83,AVIAN_INFLUENZA,H5N1_LOCAL,medium,farm,2,23.09,20.312,,69.0,1,0.0,,54.67,reactive,,,,,,
84,AVIAN_INFLUENZA,H5N1_REGIONAL_CRISIS,crisis,farm,4,23.09,8.958,3.0,92.5,31,0.0,0.975,53.49,autonomous,8.0,,,,,
84,AVIAN_INFLUENZA,H5N1_REGIONAL_CRISIS,crisis,farm,4,23.09,59.583,58.5,32.25,3,0.0,0.5125,88.46,hitl,8.0,54.55,36.36,0.0,0.74,0.938
84,AVIAN_INFLUENZA,H5N1_REGIONAL_CRISIS,crisis,farm,4,23.09,3.958,,113.75,1,0.0,,46.65,reactive,,,,,,
85,AVIAN_INFLUENZA,H5N1_REGIONAL_CRISIS,crisis,farm,2,23.09,74.74,9.0,17.75,1,0.0,0.9062,89.75,autonomous,6.0,,,,,
85,AVIAN_INFLUENZA,H5N1_REGIONAL_CRISIS,crisis,farm,2,23.09,80.469,9.0,11.5,1,0.0,0.9062,89.51,hitl,6.0,90.91,0.0,0.0,0.725,1.0
85,AVIAN_INFLUENZA,H5N1_REGIONAL_CRISIS,crisis,farm,2,23.09,17.188,,73.0,1,0.0,,52.79,reactive,,,,,,
86,AVIAN_INFLUENZA,H9N2_LPAI,low,farm,1,23.09,32.812,6.75,18.25,17,0.0,0.8594,54.3,autonomous,4.0,,,,,
86,AVIAN_INFLUENZA,H9N2_LPAI,low,farm,1,23.09,100.0,9.0,0.0,0,87.64,0.8125,102.89,hitl,2.0,66.67,0.0,0.0,1.181,1.0
86,AVIAN_INFLUENZA,H9N2_LPAI,low,farm,1,23.09,10.417,,41.0,1,0.0,,43.91,reactive,,,,,,
87,AVIAN_INFLUENZA,H5N1_SPREADING,high,farm,3,23.09,11.198,3.0,75.25,23,0.0,0.9688,54.65,autonomous,6.0,,,,,
87,AVIAN_INFLUENZA,H5N1_SPREADING,high,farm,3,23.09,76.042,64.5,16.5,1,0.0,0.3281,89.8,hitl,6.0,50.0,20.0,10.0,1.152,0.925
87,AVIAN_INFLUENZA,H5N1_SPREADING,high,farm,3,23.09,4.948,,89.5,1,0.0,,45.6,reactive,,,,,,
88,AVIAN_INFLUENZA,AI_HIGH_WHOLESALER,high,wholesaler,3,23.09,19.792,6.75,69.0,11,0.0,0.9297,51.16,autonomous,13.0,,,,,
88,AVIAN_INFLUENZA,AI_HIGH_WHOLESALER,high,wholesaler,3,23.09,44.271,9.0,50.25,10,0.0,0.9062,86.27,hitl,12.0,73.91,13.04,4.35,0.87,0.95
88,AVIAN_INFLUENZA,AI_HIGH_WHOLESALER,high,wholesaler,3,23.09,9.635,,84.0,1,0.0,,42.75,reactive,,,,,,
89,AVIAN_INFLUENZA,EMBARGO_MILD,low,supplier,1,23.09,21.875,2.25,24.25,20,0.0,0.9531,55.02,autonomous,7.0,,,,,
89,AVIAN_INFLUENZA,EMBARGO_MILD,low,supplier,1,23.09,100.0,9.0,0.0,0,84.03,0.8125,101.24,hitl,7.0,68.75,25.0,0.0,0.942,0.969
89,AVIAN_INFLUENZA,EMBARGO_MILD,low,supplier,1,23.09,9.375,,41.75,1,0.0,,46.41,reactive,,,,,,
90,AVIAN_INFLUENZA,AI_HIGH_SLAUGHTERHOUSE,high,slaughterhouse,3,23.09,44.531,9.0,44.5,16,0.0,0.9062,90.78,autonomous,12.0,,,,,
90,AVIAN_INFLUENZA,AI_HIGH_SLAUGHTERHOUSE,high,slaughterhouse,3,23.09,44.792,9.0,44.0,16,0.0,0.9062,90.77,hitl,12.0,60.87,30.43,0.0,0.898,0.969
90,AVIAN_INFLUENZA,AI_HIGH_SLAUGHTERHOUSE,high,slaughterhouse,3,23.09,28.125,,59.75,1,0.0,,53.1,reactive,,,,,,
91,AVIAN_INFLUENZA,H5N1_REGIONAL_CRISIS,crisis,farm,5,23.09,43.75,,58.5,14,0.0,,92.78,autonomous,8.0,,,,,
91,AVIAN_INFLUENZA,H5N1_REGIONAL_CRISIS,crisis,farm,5,23.09,43.75,,59.25,13,0.0,,92.66,hitl,8.0,58.82,29.41,5.88,0.958,0.917
91,AVIAN_INFLUENZA,H5N1_REGIONAL_CRISIS,crisis,farm,5,23.09,19.792,,87.0,1,0.0,,50.84,reactive,,,,,,
92,AVIAN_INFLUENZA,AI_LOW_SLAUGHTERHOUSE,low,slaughterhouse,1,23.09,100.0,9.0,0.0,0,41.69,0.8125,90.95,autonomous,6.0,,,,,
92,AVIAN_INFLUENZA,AI_LOW_SLAUGHTERHOUSE,low,slaughterhouse,1,23.09,100.0,9.0,0.0,0,57.8,0.8125,95.73,hitl,6.0,41.67,8.33,16.67,1.146,0.91
92,AVIAN_INFLUENZA,AI_LOW_SLAUGHTERHOUSE,low,slaughterhouse,1,23.09,34.375,,25.0,1,0.0,,52.64,reactive,,,,,,
93,AVIAN_INFLUENZA,H5N1_LOCAL,medium,farm,2,23.09,100.0,,0.0,0,85.05,,102.67,autonomous,2.0,,,,,
93,AVIAN_INFLUENZA,H5N1_LOCAL,medium,farm,2,23.09,100.0,,0.0,0,85.12,,102.66,hitl,2.0,66.67,0.0,33.33,0.757,0.825
93,AVIAN_INFLUENZA,H5N1_LOCAL,medium,farm,2,23.09,27.431,,45.0,1,0.0,,54.36,reactive,,,,,,
94,AVIAN_INFLUENZA,H5N1_LOCAL,medium,farm,3,23.09,89.062,81.0,2.25,1,0.0,0.1562,89.52,autonomous,6.0,,,,,
94,AVIAN_INFLUENZA,H5N1_LOCAL,medium,farm,3,23.09,85.677,81.0,5.5,1,0.0,0.1562,89.03,hitl,6.0,50.0,25.0,16.67,0.667,0.868
94,AVIAN_INFLUENZA,H5N1_LOCAL,medium,farm,3,23.09,24.219,,64.5,1,0.0,,56.02,reactive,,,,,,
95,AVIAN_INFLUENZA,EMBARGO_MODERATE,medium,supplier,2,23.09,22.569,8.25,36.5,19,0.0,0.8854,52.5,autonomous,5.0,,,,,
95,AVIAN_INFLUENZA,EMBARGO_MODERATE,medium,supplier,2,23.09,14.931,3.0,43.75,29,0.0,0.9583,53.91,hitl,5.0,66.67,0.0,0.0,0.974,1.0
95,AVIAN_INFLUENZA,EMBARGO_MODERATE,medium,supplier,2,23.09,7.292,,65.0,1,0.0,,44.82,reactive,,,,,,
96,AVIAN_INFLUENZA,AI_MEDIUM_SLAUGHTERHOUSE,medium,slaughterhouse,2,23.09,72.569,9.0,3.5,3,0.0,0.875,84.15,autonomous,9.0,,,,,
96,AVIAN_INFLUENZA,AI_MEDIUM_SLAUGHTERHOUSE,medium,slaughterhouse,2,23.09,100.0,9.0,0.0,0,29.8,0.875,77.37,hitl,8.0,53.33,13.33,13.33,1.023,0.889
96,AVIAN_INFLUENZA,AI_MEDIUM_SLAUGHTERHOUSE,medium,slaughterhouse,2,23.09,23.264,,49.0,1,0.0,,52.55,reactive,,,,,,
97,AVIAN_INFLUENZA,EMBARGO_CRITICAL,crisis,supplier,4,23.09,8.542,3.0,93.75,26,0.0,0.975,53.32,autonomous,8.0,,,,,
97,AVIAN_INFLUENZA,EMBARGO_CRITICAL,crisis,supplier,4,23.09,8.958,3.0,94.75,26,0.0,0.975,53.04,hitl,8.0,91.67,8.33,0.0,0.606,0.976
97,AVIAN_INFLUENZA,EMBARGO_CRITICAL,crisis,supplier,4,23.09,3.958,,113.75,1,0.0,,45.72,reactive,,,,,,
98,AVIAN_INFLUENZA,H9N2_LPAI,low,farm,1,23.09,33.333,7.5,18.25,17,0.0,0.8438,53.65,autonomous,4.0,,,,,
98,AVIAN_INFLUENZA,H9N2_LPAI,low,farm,1,23.09,100.0,9.0,0.0,0,87.53,0.8125,102.9,hitl,2.0,0.0,33.33,33.33,0.811,0.779
98,AVIAN_INFLUENZA,H9N2_LPAI,low,farm,1,23.09,10.938,,40.75,1,0.0,,44.49,reactive,,,,,,
99,AVIAN_INFLUENZA,AI_LOW_SLAUGHTERHOUSE,low,slaughterhouse,1,23.09,31.771,6.75,26.0,5,0.0,0.8594,55.09,autonomous,7.0,,,,,
99,AVIAN_INFLUENZA,AI_LOW_SLAUGHTERHOUSE,low,slaughterhouse,1,23.09,100.0,9.0,0.0,0,44.23,0.8125,92.04,hitl,6.0,72.73,9.09,0.0,1.155,0.973
99,AVIAN_INFLUENZA,AI_LOW_SLAUGHTERHOUSE,low,slaughterhouse,1,23.09,10.938,,40.75,1,0.0,,45.08,reactive,,,,,,
100,AVIAN_INFLUENZA,H5N1_REGIONAL_CRISIS,crisis,farm,5,23.09,43.75,,59.0,14,0.0,,91.98,autonomous,8.0,,,,,
100,AVIAN_INFLUENZA,H5N1_REGIONAL_CRISIS,crisis,farm,5,23.09,43.958,,59.0,14,0.0,,93.0,hitl,8.0,58.82,17.65,5.88,1.085,0.946
100,AVIAN_INFLUENZA,H5N1_REGIONAL_CRISIS,crisis,farm,5,23.09,17.292,,91.25,1,0.0,,49.28,reactive,,,,,,
