tick,timestamp,node_id,node_type,disrupted,mode,available_supply,production_capacity,mortality_rate,processing_capacity,output_stock,inventory_level,pending_shipments,retail_inventory,safety_stock,stockout_flag,shortage_duration,sales_rate,reorder_request,scenario_id
309,2026-02-25 11:15,slaughterhouse_1,slaughterhouse,1,hitl,,,,52.0,208.99,,,,,,,,,27
309,2026-02-25 11:15,wholesaler_1,wholesaler,1,hitl,,,,,,0.0,113.0,,,,,,,27
309,2026-02-25 11:15,retail_1,retail,1,hitl,,,,,,,,0.0,27.0,1.0,39.05,22.569,143.0,27
310,2026-02-25 11:30,supplier_1,supplier,1,hitl,0.0,,,,,,,,,,,,,27
310,2026-02-25 11:30,farm_1,farm,0,hitl,,620.0,0.035,,,,,,,,,,,27
310,2026-02-25 11:30,slaughterhouse_1,slaughterhouse,1,hitl,,,,52.0,210.4,,,,,,,,,27
310,2026-02-25 11:30,wholesaler_1,wholesaler,1,hitl,,,,,,0.0,113.0,,,,,,,27
310,2026-02-25 11:30,retail_1,retail,1,hitl,,,,,,,,0.0,27.0,1.0,39.3,22.569,143.0,27
311,2026-02-25 11:45,supplier_1,supplier,1,hitl,0.0,,,,,,,,,,,,,27
311,2026-02-25 11:45,farm_1,farm,0,hitl,,620.0,0.035,,,,,,,,,,,27
311,2026-02-25 11:45,slaughterhouse_1,slaughterhouse,1,hitl,,,,52.0,211.95,,,,,,,,,27
311,2026-02-25 11:45,wholesaler_1,wholesaler,1,hitl,,,,,,0.0,113.0,,,,,,,27
311,2026-02-25 11:45,retail_1,retail,1,hitl,,,,,,,,0.0,27.0,1.0,39.55,22.569,143.0,27
312,2026-02-25 12:00,supplier_1,supplier,1,hitl,0.0,,,,,,,,,,,,,27
312,2026-02-25 12:00,farm_1,farm,0,hitl,,620.0,0.035,,,,,,,,,,,27
312,2026-02-25 12:00,slaughterhouse_1,slaughterhouse,1,hitl,,,,52.0,209.13,,,,,,,,,27
312,2026-02-25 12:00,wholesaler_1,wholesaler,1,hitl,,,,,,0.0,113.0,,,,,,,27
312,2026-02-25 12:00,retail_1,retail,1,hitl,,,,,,,,0.0,27.0,1.0,39.8,22.569,143.0,27
313,2026-02-25 12:15,supplier_1,supplier,1,hitl,0.0,,,,,,,,,,,,,27
313,2026-02-25 12:15,farm_1,farm,0,hitl,,620.0,0.035,,,,,,,,,,,27
313,2026-02-25 12:15,slaughterhouse_1,slaughterhouse,1,hitl,,,,52.0,210.55,,,,,,,,,27
313,2026-02-25 12:15,wholesaler_1,wholesaler,1,hitl,,,,,,4.32,113.0,,,,,,,27
313,2026-02-25 12:15,retail_1,retail,1,hitl,,,,,,,,0.0,27.0,1.0,40.05,22.569,143.0,27
314,2026-02-25 12:30,supplier_1,supplier,1,hitl,0.0,,,,,,,,,,,,,27
314,2026-02-25 12:30,farm_1,farm,0,hitl,,620.0,0.035,,,,,,,,,,,27
314,2026-02-25 12:30,slaughterhouse_1,slaughterhouse,1,hitl,,,,52.0,211.92,,,,,,,,,27
314,2026-02-25 12:30,wholesaler_1,wholesaler,1,hitl,,,,,,2.39,113.0,,,,,,,27
314,2026-02-25 12:30,retail_1,retail,1,hitl,,,,,,,,0.0,27.0,1.0,40.3,22.569,143.0,27
315,2026-02-25 12:45,supplier_1,supplier,1,hitl,0.0,,,,,,,,,,,,,27
315,2026-02-25 12:45,farm_1,farm,0,hitl,,620.0,0.035,,,,,,,,,,,27
315,2026-02-25 12:45,slaughterhouse_1,slaughterhouse,1,hitl,,,,52.0,213.4,,,,,,,,,27
315,2026-02-25 12:45,wholesaler_1,wholesaler,1,hitl,,,,,,0.0,113.0,,,,,,,27
315,2026-02-25 12:45,retail_1,retail,1,hitl,,,,,,,,0.0,27.0,1.0,40.55,22.569,143.0,27
316,2026-02-25 13:00,supplier_1,supplier,1,hitl,0.0,,,,,,,,,,,,,27
316,2026-02-25 13:00,farm_1,farm,0,hitl,,620.0,0.035,,,,,,,,,,,27
316,2026-02-25 13:00,slaughterhouse_1,slaughterhouse,1,hitl,,,,52.0,214.89,,,,,,,,,27
316,2026-02-25 13:00,wholesaler_1,wholesaler,1,hitl,,,,,,0.0,113.0,,,,,,,27
316,2026-02-25 13:00,retail_1,retail,1,hitl,,,,,,,,0.0,27.0,1.0,40.8,22.569,143.0,27
317,2026-02-25 13:15,supplier_1,supplier,1,hitl,0.0,,,,,,,,,,,,,27
317,2026-02-25 13:15,farm_1,farm,0,hitl,,620.0,0.035,,,,,,,,,,,27
317,2026-02-25 13:15,slaughterhouse_1,slaughterhouse,1,hitl,,,,52.0,216.37,,,,,,,,,27
317,2026-02-25 13:15,wholesaler_1,wholesaler,1,hitl,,,,,,0.0,113.0,,,,,,,27
317,2026-02-25 13:15,retail_1,retail,1,hitl,,,,,,,,0.0,27.0,1.0,41.05,22.569,143.0,27
318,2026-02-25 13:30,supplier_1,supplier,1,hitl,0.0,,,,,,,,,,,,,27
318,2026-02-25 13:30,farm_1,farm,0,hitl,,620.0,0.035,,,,,,,,,,,27
318,2026-02-25 13:30,slaughterhouse_1,slaughterhouse,1,hitl,,,,52.0,217.72,,,,,,,,,27
318,2026-02-25 13:30,wholesaler_1,wholesaler,1,hitl,,,,,,0.0,113.0,,,,,,,27
318,2026-02-25 13:30,retail_1,retail,1,hitl,,,,,,,,0.0,27.0,1.0,41.3,22.569,143.0,27
319,2026-02-25 13:45,supplier_1,supplier,1,hitl,0.0,,,,,,,,,,,,,27
319,2026-02-25 13:45,farm_1,farm,0,hitl,,620.0,0.035,,,,,,,,,,,27
319,2026-02-25 13:45,slaughterhouse_1,slaughterhouse,1,hitl,,,,52.0,219.07,,,,,,,,,27
319,2026-02-25 13:45,wholesaler_1,wholesaler,1,hitl,,,,,,0.0,113.0,,,,,,,27
319,2026-02-25 13:45,retail_1,retail,1,hitl,,,,,,,,0.0,27.0,1.0,41.55,22.569,143.0,27
320,2026-02-25 14:00,supplier_1,supplier,1,hitl,0.0,,,,,,,,,,,,,27
320,2026-02-25 14:00,farm_1,farm,0,hitl,,620.0,0.035,,,,,,,,,,,27
320,2026-02-25 14:00,slaughterhouse_1,slaughterhouse,1,hitl,,,,52.0,216.25,,,,,,,,,27
320,2026-02-25 14:00,wholesaler_1,wholesaler,1,hitl,,,,,,0.0,113.0,,,,,,,27
320,2026-02-25 14:00,retail_1,retail,1,hitl,,,,,,,,0.0,27.0,1.0,41.8,22.569,143.0,27
321,2026-02-25 14:15,supplier_1,supplier,1,hitl,0.0,,,,,,,,,,,,,27
321,2026-02-25 14:15,farm_1,farm,0,hitl,,620.0,0.035,,,,,,,,,,,27
321,2026-02-25 14:15,slaughterhouse_1,slaughterhouse,1,hitl,,,,52.0,217.63,,,,,,,,,27
321,2026-02-25 14:15,wholesaler_1,wholesaler,1,hitl,,,,,,4.32,113.0,,,,,,,27
321,2026-02-25 14:15,retail_1,retail,1,hitl,,,,,,,,0.0,27.0,1.0,42.05,22.569,143.0,27
322,2026-02-25 14:30,supplier_1,supplier,1,hitl,0.0,,,,,,,,,,,,,27
322,2026-02-25 14:30,farm_1,farm,0,hitl,,620.0,0.035,,,,,,,,,,,27
322,2026-02-25 14:30,slaughterhouse_1,slaughterhouse,1,hitl,,,,52.0,219.11,,,,,,,,,27
322,2026-02-25 14:30,wholesaler_1,wholesaler,1,hitl,,,,,,1.88,113.0,,,,,,,27
322,2026-02-25 14:30,retail_1,retail,1,hitl,,,,,,,,0.0,27.0,1.0,42.3,22.569,143.0,27
323,2026-02-25 14:45,supplier_1,supplier,1,hitl,0.0,,,,,,,,,,,,,27
323,2026-02-25 14:45,farm_1,farm,0,hitl,,620.0,0.035,,,,,,,,,,,27
323,2026-02-25 14:45,slaughterhouse_1,slaughterhouse,1,hitl,,,,52.0,220.54,,,,,,,,,27
323,2026-02-25 14:45,wholesaler_1,wholesaler,1,hitl,,,,,,0.0,113.0,,,,,,,27
323,2026-02-25 14:45,retail_1,retail,1,hitl,,,,,,,,0.0,27.0,1.0,42.55,22.569,143.0,27
324,2026-02-25 15:00,supplier_1,supplier,1,hitl,0.0,,,,,,,,,,,,,27
324,2026-02-25 15:00,farm_1,farm,1,hitl,,651.0,0.035,,,,,,,,,,,27
324,2026-02-25 15:00,slaughterhouse_1,slaughterhouse,1,hitl,,,,52.0,221.88,,,,,,,,,27
324,2026-02-25 15:00,wholesaler_1,wholesaler,1,hitl,,,,,,0.0,113.0,,,,,,,27
324,2026-02-25 15:00,retail_1,retail,1,hitl,,,,,,,,0.0,27.0,1.0,42.8,22.569,143.0,27
325,2026-02-25 15:15,supplier_1,supplier,1,hitl,0.0,,,,,,,,,,,,,27
325,2026-02-25 15:15,farm_1,farm,1,hitl,,651.0,0.035,,,,,,,,,,,27
325,2026-02-25 15:15,slaughterhouse_1,slaughterhouse,1,hitl,,,,52.0,223.26,,,,,,,,,27
325,2026-02-25 15:15,wholesaler_1,wholesaler,1,hitl,,,,,,0.0,113.0,,,,,,,27
325,2026-02-25 15:15,retail_1,retail,1,hitl,,,,,,,,0.0,27.0,1.0,43.05,22.569,143.0,27
326,2026-02-25 15:30,supplier_1,supplier,1,hitl,0.0,,,,,,,,,,,,,27
326,2026-02-25 15:30,farm_1,farm,1,hitl,,651.0,0.035,,,,,,,,,,,27
326,2026-02-25 15:30,slaughterhouse_1,slaughterhouse,1,hitl,,,,52.0,224.69,,,,,,,,,27
326,2026-02-25 15:30,wholesaler_1,wholesaler,1,hitl,,,,,,0.0,113.0,,,,,,,27
326,2026-02-25 15:30,retail_1,retail,1,hitl,,,,,,,,0.0,27.0,1.0,43.3,22.569,143.0,27
327,2026-02-25 15:45,supplier_1,supplier,1,hitl,0.0,,,,,,,,,,,,,27
327,2026-02-25 15:45,farm_1,farm,1,hitl,,651.0,0.035,,,,,,,,,,,27
327,2026-02-25 15:45,slaughterhouse_1,slaughterhouse,1,hitl,,,,52.0,226.11,,,,,,,,,27
327,2026-02-25 15:45,wholesaler_1,wholesaler,1,hitl,,,,,,0.0,113.0,,,,,,,27
327,2026-02-25 15:45,retail_1,retail,1,hitl,,,,,,,,0.0,27.0,1.0,43.55,22.569,143.0,27
328,2026-02-25 16:00,supplier_1,supplier,1,hitl,0.0,,,,,,,,,,,,,27
328,2026-02-25 16:00,farm_1,farm,1,hitl,,651.0,0.035,,,,,,,,,,,27
328,2026-02-25 16:00,slaughterhouse_1,slaughterhouse,1,hitl,,,,52.0,223.3,,,,,,,,,27
328,2026-02-25 16:00,wholesaler_1,wholesaler,1,hitl,,,,,,0.0,113.0,,,,,,,27
328,2026-02-25 16:00,retail_1,retail,1,hitl,,,,,,,,0.0,27.0,1.0,43.8,22.569,143.0,27
329,2026-02-25 16:15,supplier_1,supplier,1,hitl,0.0,,,,,,,,,,,,,27
329,2026-02-25 16:15,farm_1,farm,1,hitl,,651.0,0.035,,,,,,,,,,,27
329,2026-02-25 16:15,slaughterhouse_1,slaughterhouse,1,hitl,,,,52.0,224.84,,,,,,,,,27
329,2026-02-25 16:15,wholesaler_1,wholesaler,1,hitl,,,,,,4.32,113.0,,,,,,,27
329,2026-02-25 16:15,retail_1,retail,1,hitl,,,,,,,,0.0,27.0,1.0,44.05,22.569,143.0,27
330,2026-02-25 16:30,supplier_1,supplier,1,hitl,0.0,,,,,,,,,,,,,27
330,2026-02-25 16:30,farm_1,farm,1,hitl,,651.0,0.035,,,,,,,,,,,27
330,2026-02-25 16:30,slaughterhouse_1,slaughterhouse,1,hitl,,,,52.0,226.22,,,,,,,,,27
330,2026-02-25 16:30,wholesaler_1,wholesaler,1,hitl,,,,,,2.77,113.0,,,,,,,27
330,2026-02-25 16:30,retail_1,retail,1,hitl,,,,,,,,0.0,27.0,1.0,44.3,22.569,143.0,27
331,2026-02-25 16:45,supplier_1,supplier,1,hitl,0.0,,,,,,,,,,,,,27
331,2026-02-25 16:45,farm_1,farm,1,hitl,,651.0,0.035,,,,,,,,,,,27
331,2026-02-25 16:45,slaughterhouse_1,slaughterhouse,1,hitl,,,,52.0,227.56,,,,,,,,,27
331,2026-02-25 16:45,wholesaler_1,wholesaler,1,hitl,,,,,,0.77,113.0,,,,,,,27
331,2026-02-25 16:45,retail_1,retail,1,hitl,,,,,,,,0.0,27.0,1.0,44.55,22.569,143.0,27
332,2026-02-25 17:00,supplier_1,supplier,1,hitl,0.0,,,,,,,,,,,,,27
332,2026-02-25 17:00,farm_1,farm,1,hitl,,651.0,0.035,,,,,,,,,,,27
332,2026-02-25 17:00,slaughterhouse_1,slaughterhouse,1,hitl,,,,52.0,229.02,,,,,,,,,27
332,2026-02-25 17:00,wholesaler_1,wholesaler,1,hitl,,,,,,0.0,113.0,,,,,,,27
332,2026-02-25 17:00,retail_1,retail,1,hitl,,,,,,,,0.0,27.0,1.0,44.8,22.569,143.0,27
333,2026-02-25 17:15,supplier_1,supplier,1,hitl,0.0,,,,,,,,,,,,,27
333,2026-02-25 17:15,farm_1,farm,1,hitl,,651.0,0.035,,,,,,,,,,,27
333,2026-02-25 17:15,slaughterhouse_1,slaughterhouse,1,hitl,,,,52.0,230.38,,,,,,,,,27
333,2026-02-25 17:15,wholesaler_1,wholesaler,1,hitl,,,,,,0.0,113.0,,,,,,,27
333,2026-02-25 17:15,retail_1,retail,1,hitl,,,,,,,,0.0,27.0,1.0,45.05,22.569,143.0,27
334,2026-02-25 17:30,supplier_1,supplier,1,hitl,0.0,,,,,,,,,,,,,27
334,2026-02-25 17:30,farm_1,farm,1,hitl,,651.0,0.035,,,,,,,,,,,27
334,2026-02-25 17:30,slaughterhouse_1,slaughterhouse,1,hitl,,,,52.0,231.88,,,,,,,,,27
334,2026-02-25 17:30,wholesaler_1,wholesaler,1,hitl,,,,,,0.0,113.0,,,,,,,27
334,2026-02-25 17:30,retail_1,retail,1,hitl,,,,,,,,0.0,27.0,1.0,45.3,22.569,143.0,27
335,2026-02-25 17:45,supplier_1,supplier,1,hitl,0.0,,,,,,,,,,,,,27
335,2026-02-25 17:45,farm_1,farm,1,hitl,,651.0,0.035,,,,,,,,,,,27
335,2026-02-25 17:45,slaughterhouse_1,slaughterhouse,1,hitl,,,,52.0,233.31,,,,,,,,,27
335,2026-02-25 17:45,wholesaler_1,wholesaler,1,hitl,,,,,,0.0,113.0,,,,,,,27
335,2026-02-25 17:45,retail_1,retail,1,hitl,,,,,,,,0.0,27.0,1.0,45.55,22.569,143.0,27
336,2026-02-25 18:00,supplier_1,supplier,1,hitl,0.0,,,,,,,,,,,,,27
336,2026-02-25 18:00,farm_1,farm,1,hitl,,651.0,0.035,,,,,,,,,,,27
336,2026-02-25 18:00,slaughterhouse_1,slaughterhouse,1,hitl,,,,52.0,230.39,,,,,,,,,27
336,2026-02-25 18:00,wholesaler_1,wholesaler,1,hitl,,,,,,0.0,113.0,,,,,,,27
336,2026-02-25 18:00,retail_1,retail,1,hitl,,,,,,,,0.0,27.0,1.0,45.8,22.569,143.0,27
337,2026-02-25 18:15,supplier_1,supplier,1,hitl,0.0,,,,,,,,,,,,,27
337,2026-02-25 18:15,farm_1,farm,1,hitl,,651.0,0.035,,,,,,,,,,,27
337,2026-02-25 18:15,slaughterhouse_1,slaughterhouse,1,hitl,,,,52.0,231.89,,,,,,,,,27
337,2026-02-25 18:15,wholesaler_1,wholesaler,1,hitl,,,,,,4.32,113.0,,,,,,,27
337,2026-02-25 18:15,retail_1,retail,1,hitl,,,,,,,,0.0,27.0,1.0,46.05,22.569,143.0,27
338,2026-02-25 18:30,supplier_1,supplier,1,hitl,0.0,,,,,,,,,,,,,27
338,2026-02-25 18:30,farm_1,farm,1,hitl,,651.0,0.035,,,,,,,,,,,27
338,2026-02-25 18:30,slaughterhouse_1,slaughterhouse,1,hitl,,,,52.0,233.33,,,,,,,,,27
338,2026-02-25 18:30,wholesaler_1,wholesaler,1,hitl,,,,,,2.53,113.0,,,,,,,27
338,2026-02-25 18:30,retail_1,retail,1,hitl,,,,,,,,0.0,27.0,1.0,46.3,22.569,143.0,27
339,2026-02-25 18:45,supplier_1,supplier,1,hitl,0.0,,,,,,,,,,,,,27
339,2026-02-25 18:45,farm_1,farm,1,hitl,,651.0,0.035,,,,,,,,,,,27
339,2026-02-25 18:45,slaughterhouse_1,slaughterhouse,1,hitl,,,,52.0,234.75,,,,,,,,,27
339,2026-02-25 18:45,wholesaler_1,wholesaler,1,hitl,,,,,,0.28,113.0,,,,,,,27
339,2026-02-25 18:45,retail_1,retail,1,hitl,,,,,,,,0.0,27.0,1.0,46.55,22.569,143.0,27
340,2026-02-25 19:00,supplier_1,supplier,1,hitl,0.0,,,,,,,,,,,,,27
340,2026-02-25 19:00,farm_1,farm,1,hitl,,651.0,0.035,,,,,,,,,,,27
340,2026-02-25 19:00,slaughterhouse_1,slaughterhouse,1,hitl,,,,52.0,236.15,,,,,,,,,27
340,2026-02-25 19:00,wholesaler_1,wholesaler,1,hitl,,,,,,0.0,113.0,,,,,,,27
340,2026-02-25 19:00,retail_1,retail,1,hitl,,,,,,,,0.0,27.0,1.0,46.8,22.569,143.0,27
341,2026-02-25 19:15,supplier_1,supplier,1,hitl,0.0,,,,,,,,,,,,,27
341,2026-02-25 19:15,farm_1,farm,1,hitl,,651.0,0.035,,,,,,,,,,,27
341,2026-02-25 19:15,slaughterhouse_1,slaughterhouse,1,hitl,,,,52.0,237.53,,,,,,,,,27
341,2026-02-25 19:15,wholesaler_1,wholesaler,1,hitl,,,,,,0.0,113.0,,,,,,,27
341,2026-02-25 19:15,retail_1,retail,1,hitl,,,,,,,,0.0,27.0,1.0,47.05,22.569,143.0,27
342,2026-02-25 19:30,supplier_1,supplier,1,hitl,0.0,,,,,,,,,,,,,27
342,2026-02-25 19:30,farm_1,farm,1,hitl,,651.0,0.035,,,,,,,,,,,27
342,2026-02-25 19:30,slaughterhouse_1,slaughterhouse,1,hitl,,,,52.0,238.91,,,,,,,,,27
342,2026-02-25 19:30,wholesaler_1,wholesaler,1,hitl,,,,,,0.0,113.0,,,,,,,27
342,2026-02-25 19:30,retail_1,retail,1,hitl,,,,,,,,0.0,27.0,1.0,47.3,22.569,143.0,27
343,2026-02-25 19:45,supplier_1,supplier,1,hitl,0.0,,,,,,,,,,,,,27
343,2026-02-25 19:45,farm_1,farm,1,hitl,,651.0,0.035,,,,,,,,,,,27
343,2026-02-25 19:45,slaughterhouse_1,slaughterhouse,1,hitl,,,,52.0,240.37,,,,,,,,,27
343,2026-02-25 19:45,wholesaler_1,wholesaler,1,hitl,,,,,,0.0,113.0,,,,,,,27
343,2026-02-25 19:45,retail_1,retail,1,hitl,,,,,,,,0.0,27.0,1.0,47.55,22.569,143.0,27
344,2026-02-25 20:00,supplier_1,supplier,1,hitl,0.0,,,,,,,,,,,,,27
344,2026-02-25 20:00,farm_1,farm,1,hitl,,651.0,0.035,,,,,,,,,,,27
344,2026-02-25 20:00,slaughterhouse_1,slaughterhouse,1,hitl,,,,52.0,237.51,,,,,,,,,27
344,2026-02-25 20:00,wholesaler_1,wholesaler,1,hitl,,,,,,0.0,113.0,,,,,,,27
344,2026-02-25 20:00,retail_1,retail,1,hitl,,,,,,,,0.0,27.0,1.0,47.8,22.569,143.0,27
345,2026-02-25 20:15,supplier_1,supplier,1,hitl,0.0,,,,,,,,,,,,,27
345,2026-02-25 20:15,farm_1,farm,1,hitl,,651.0,0.035,,,,,,,,,,,27
345,2026-02-25 20:15,slaughterhouse_1,slaughterhouse,1,hitl,,,,52.0,239.05,,,,,,,,,27
345,2026-02-25 20:15,wholesaler_1,wholesaler,1,hitl,,,,,,4.32,113.0,,,,,,,27
345,2026-02-25 20:15,retail_1,retail,1,hitl,,,,,,,,0.0,27.0,1.0,48.05,22.569,143.0,27
346,2026-02-25 20:30,supplier_1,supplier,1,hitl,0.0,,,,,,,,,,,,,27
346,2026-02-25 20:30,farm_1,farm,1,hitl,,651.0,0.035,,,,,,,,,,,27
346,2026-02-25 20:30,slaughterhouse_1,slaughterhouse,1,hitl,,,,52.0,240.51,,,,,,,,,27
346,2026-02-25 20:30,wholesaler_1,wholesaler,1,hitl,,,,,,2.03,113.0,,,,,,,27
346,2026-02-25 20:30,retail_1,retail,1,hitl,,,,,,,,0.0,27.0,1.0,48.3,22.569,143.0,27
347,2026-02-25 20:45,supplier_1,supplier,1,hitl,0.0,,,,,,,,,,,,,27
347,2026-02-25 20:45,farm_1,farm,1,hitl,,651.0,0.035,,,,,,,,,,,27
347,2026-02-25 20:45,slaughterhouse_1,slaughterhouse,1,hitl,,,,52.0,241.85,,,,,,,,,27
347,2026-02-25 20:45,wholesaler_1,wholesaler,1,hitl,,,,,,0.0,113.0,,,,,,,27
347,2026-02-25 20:45,retail_1,retail,1,hitl,,,,,,,,0.0,27.0,1.0,48.55,22.569,143.0,27
348,2026-02-25 21:00,supplier_1,supplier,1,hitl,0.0,,,,,,,,,,,,,27
348,2026-02-25 21:00,farm_1,farm,1,hitl,,651.0,0.035,,,,,,,,,,,27
348,2026-02-25 21:00,slaughterhouse_1,slaughterhouse,0,hitl,,,,372.0,222.13,,,,,,,,,27
348,2026-02-25 21:00,wholesaler_1,wholesaler,1,hitl,,,,,,0.0,113.0,,,,,,,27
348,2026-02-25 21:00,retail_1,retail,1,hitl,,,,,,,,0.0,27.0,1.0,48.8,22.569,143.0,27
349,2026-02-25 21:15,supplier_1,supplier,1,hitl,0.0,,,,,,,,,,,,,27
349,2026-02-25 21:15,farm_1,farm,1,hitl,,651.0,0.035,,,,,,,,,,,27
349,2026-02-25 21:15,slaughterhouse_1,slaughterhouse,0,hitl,,,,372.0,232.62,,,,,,,,,27
349,2026-02-25 21:15,wholesaler_1,wholesaler,1,hitl,,,,,,0.0,113.0,,,,,,,27
349,2026-02-25 21:15,retail_1,retail,1,hitl,,,,,,,,0.0,27.0,1.0,49.05,22.569,143.0,27
350,2026-02-25 21:30,supplier_1,supplier,1,hitl,0.0,,,,,,,,,,,,,27
350,2026-02-25 21:30,farm_1,farm,1,hitl,,651.0,0.035,,,,,,,,,,,27
350,2026-02-25 21:30,slaughterhouse_1,slaughterhouse,0,hitl,,,,372.0,242.62,,,,,,,,,27
350,2026-02-25 21:30,wholesaler_1,wholesaler,1,hitl,,,,,,0.0,113.0,,,,,,,27
350,2026-02-25 21:30,retail_1,retail,1,hitl,,,,,,,,0.0,27.0,1.0,49.3,22.569,143.0,27
351,2026-02-25 21:45,supplier_1,supplier,1,hitl,0.0,,,,,,,,,,,,,27
351,2026-02-25 21:45,farm_1,farm,1,hitl,,651.0,0.035,,,,,,,,,,,27
351,2026-02-25 21:45,slaughterhouse_1,slaughterhouse,0,hitl,,,,372.0,253.28,,,,,,,,,27
351,2026-02-25 21:45,wholesaler_1,wholesaler,1,hitl,,,,,,0.0,113.0,,,,,,,27
351,2026-02-25 21:45,retail_1,retail,1,hitl,,,,,,,,0.0,27.0,1.0,49.55,22.569,143.0,27
352,2026-02-25 22:00,supplier_1,supplier,1,hitl,0.0,,,,,,,,,,,,,27
352,2026-02-25 22:00,farm_1,farm,1,hitl,,651.0,0.035,,,,,,,,,,,27
352,2026-02-25 22:00,slaughterhouse_1,slaughterhouse,0,hitl,,,,372.0,239.38,,,,,,,,,27
352,2026-02-25 22:00,wholesaler_1,wholesaler,1,hitl,,,,,,0.0,113.0,,,,,,,27
352,2026-02-25 22:00,retail_1,retail,1,hitl,,,,,,,,0.0,27.0,1.0,49.8,22.569,143.0,27
353,2026-02-25 22:15,supplier_1,supplier,1,hitl,0.0,,,,,,,,,,,,,27
353,2026-02-25 22:15,farm_1,farm,1,hitl,,651.0,0.035,,,,,,,,,,,27
353,2026-02-25 22:15,slaughterhouse_1,slaughterhouse,0,hitl,,,,372.0,249.92,,,,,,,,,27
353,2026-02-25 22:15,wholesaler_1,wholesaler,1,hitl,,,,,,24.0,113.0,,,,,,,27
353,2026-02-25 22:15,retail_1,retail,1,hitl,,,,,,,,0.0,27.0,1.0,50.05,22.569,143.0,27
354,2026-02-25 22:30,supplier_1,supplier,1,hitl,0.0,,,,,,,,,,,,,27
354,2026-02-25 22:30,farm_1,farm,1,hitl,,651.0,0.035,,,,,,,,,,,27
354,2026-02-25 22:30,slaughterhouse_1,slaughterhouse,0,hitl,,,,372.0,260.31,,,,,,,,,27
354,2026-02-25 22:30,wholesaler_1,wholesaler,1,hitl,,,,,,22.42,113.0,,,,,,,27
354,2026-02-25 22:30,retail_1,retail,1,hitl,,,,,,,,0.0,27.0,1.0,50.3,22.569,143.0,27
355,2026-02-25 22:45,supplier_1,supplier,1,hitl,0.0,,,,,,,,,,,,,27
355,2026-02-25 22:45,farm_1,farm,1,hitl,,651.0,0.035,,,,,,,,,,,27
355,2026-02-25 22:45,slaughterhouse_1,slaughterhouse,0,hitl,,,,372.0,271.16,,,,,,,,,27
355,2026-02-25 22:45,wholesaler_1,wholesaler,1,hitl,,,,,,19.63,113.0,,,,,,,27
355,2026-02-25 22:45,retail_1,retail,1,hitl,,,,,,,,0.0,27.0,1.0,50.55,22.569,143.0,27
356,2026-02-25 23:00,supplier_1,supplier,1,hitl,0.0,,,,,,,,,,,,,27
356,2026-02-25 23:00,farm_1,farm,1,hitl,,651.0,0.035,,,,,,,,,,,27
356,2026-02-25 23:00,slaughterhouse_1,slaughterhouse,0,hitl,,,,372.0,281.49,,,,,,,,,27
356,2026-02-25 23:00,wholesaler_1,wholesaler,1,hitl,,,,,,17.51,113.0,,,,,,,27
356,2026-02-25 23:00,retail_1,retail,1,hitl,,,,,,,,0.0,27.0,1.0,50.8,22.569,143.0,27
357,2026-02-25 23:15,supplier_1,supplier,1,hitl,0.0,,,,,,,,,,,,,27
357,2026-02-25 23:15,farm_1,farm,1,hitl,,651.0,0.035,,,,,,,,,,,27
357,2026-02-25 23:15,slaughterhouse_1,slaughterhouse,0,hitl,,,,372.0,291.02,,,,,,,,,27
357,2026-02-25 23:15,wholesaler_1,wholesaler,1,hitl,,,,,,15.56,113.0,,,,,,,27
357,2026-02-25 23:15,retail_1,retail,1,hitl,,,,,,,,0.0,27.0,1.0,51.05,22.569,143.0,27
358,2026-02-25 23:30,supplier_1,supplier,1,hitl,0.0,,,,,,,,,,,,,27
358,2026-02-25 23:30,farm_1,farm,1,hitl,,651.0,0.035,,,,,,,,,,,27
358,2026-02-25 23:30,slaughterhouse_1,slaughterhouse,0,hitl,,,,372.0,301.08,,,,,,,,,27
358,2026-02-25 23:30,wholesaler_1,wholesaler,1,hitl,,,,,,13.45,113.0,,,,,,,27
358,2026-02-25 23:30,retail_1,retail,1,hitl,,,,,,,,0.0,27.0,1.0,51.3,22.569,143.0,27
359,2026-02-25 23:45,supplier_1,supplier,1,hitl,0.0,,,,,,,,,,,,,27
359,2026-02-25 23:45,farm_1,farm,1,hitl,,651.0,0.035,,,,,,,,,,,27
359,2026-02-25 23:45,slaughterhouse_1,slaughterhouse,0,hitl,,,,372.0,311.01,,,,,,,,,27
359,2026-02-25 23:45,wholesaler_1,wholesaler,1,hitl,,,,,,11.61,113.0,,,,,,,27
359,2026-02-25 23:45,retail_1,retail,1,hitl,,,,,,,,0.0,27.0,1.0,51.55,22.569,143.0,27
360,2026-02-26 00:00,supplier_1,supplier,1,hitl,0.0,,,,,,,,,,,,,27
360,2026-02-26 00:00,farm_1,farm,0,hitl,,651.0,0.035,,,,,,,,,,,27
360,2026-02-26 00:00,slaughterhouse_1,slaughterhouse,0,hitl,,,,372.0,297.52,,,,,,,,,27
360,2026-02-26 00:00,wholesaler_1,wholesaler,1,hitl,,,,,,9.97,96.05,,,,,,,27
360,2026-02-26 00:00,retail_1,retail,1,hitl,,,,,,,,0.0,27.0,1.0,51.8,22.569,143.0,27
361,2026-02-26 00:15,supplier_1,supplier,1,hitl,0.0,,,,,,,,,,,,,27
361,2026-02-26 00:15,farm_1,farm,0,hitl,,651.0,0.035,,,,,,,,,,,27
